business_id,business_type,date,source_category,activity,amount,unit,emission_factor,emissions_kgCO2e,scope
B0024,SmallShop,2024-05,electricity,electricity_consumption,634.0,kWh,0.508,322.072,Scope 2
B0024,SmallShop,2024-05,electricity,electricity_consumption,64.0,kWh,0.75,48.0,Scope 2
B0024,SmallShop,2024-06,electricity,electricity_consumption,676.0,kWh,0.508,343.408,Scope 2
B0024,SmallShop,2024-06,electricity,electricity_consumption,139.0,kWh,0.75,104.25,Scope 2
B0024,SmallShop,2024-07,electricity,electricity_consumption,905.0,kWh,0.508,459.74,Scope 2
B0024,SmallShop,2024-07,electricity,electricity_consumption,189.0,kWh,0.75,141.75,Scope 2
B0024,SmallShop,2024-08,electricity,electricity_consumption,651.0,kWh,0.508,330.708,Scope 2
B0024,SmallShop,2024-08,electricity,electricity_consumption,93.0,kWh,0.75,69.75,Scope 2
B0024,SmallShop,2024-09,electricity,electricity_consumption,658.0,kWh,0.508,334.264,Scope 2
B0024,SmallShop,2024-09,electricity,electricity_consumption,170.0,kWh,0.75,127.5,Scope 2
B0024,SmallShop,2024-10,electricity,electricity_consumption,550.0,kWh,0.508,279.4,Scope 2
B0024,SmallShop,2024-10,electricity,electricity_consumption,161.0,kWh,0.75,120.75,Scope 2
B0024,SmallShop,2024-11,electricity,electricity_consumption,1127.0,kWh,0.508,572.516,Scope 2
B0024,SmallShop,2024-11,electricity,electricity_consumption,232.0,kWh,0.75,174.0,Scope 2
B0024,SmallShop,2024-12,electricity,electricity_consumption,1037.0,kWh,0.508,526.796,Scope 2
B0024,SmallShop,2024-12,electricity,electricity_consumption,171.0,kWh,0.75,128.25,Scope 2
B0025,SmallShop,2024-01,electricity,electricity_consumption,525.0,kWh,0.508,266.7,Scope 2
B0025,SmallShop,2024-01,electricity,electricity_consumption,66.0,kWh,0.75,49.5,Scope 2
B0025,SmallShop,2024-02,electricity,electricity_consumption,900.0,kWh,0.508,457.2,Scope 2
B0025,SmallShop,2024-02,electricity,electricity_consumption,260.0,kWh,0.75,195.0,Scope 2
B0025,SmallShop,2024-03,electricity,electricity_consumption,939.0,kWh,0.508,477.012,Scope 2
B0025,SmallShop,2024-03,electricity,electricity_consumption,365.0,kWh,0.75,273.75,Scope 2
B0025,SmallShop,2024-04,electricity,electricity_consumption,643.0,kWh,0.508,326.644,Scope 2
B0025,SmallShop,2024-04,electricity,electricity_consumption,225.0,kWh,0.75,168.75,Scope 2
B0025,SmallShop,2024-05,electricity,electricity_consumption,786.0,kWh,0.508,399.288,Scope 2
B0025,SmallShop,2024-05,electricity,electricity_consumption,115.0,kWh,0.75,86.25,Scope 2
B0025,SmallShop,2024-06,electricity,electricity_consumption,681.0,kWh,0.508,345.948,Scope 2
B0025,SmallShop,2024-06,electricity,electricity_consumption,258.0,kWh,0.75,193.5,Scope 2
B0025,SmallShop,2024-07,electricity,electricity_consumption,729.0,kWh,0.508,370.332,Scope 2
B0025,SmallShop,2024-07,electricity,electricity_consumption,193.0,kWh,0.75,144.75,Scope 2
B0025,SmallShop,2024-08,electricity,electricity_consumption,647.0,kWh,0.508,328.676,Scope 2
B0025,SmallShop,2024-08,electricity,electricity_consumption,159.0,kWh,0.75,119.25,Scope 2
B0025,SmallShop,2024-09,electricity,electricity_consumption,1200.0,kWh,0.508,609.6,Scope 2
B0025,SmallShop,2024-09,electricity,electricity_consumption,183.0,kWh,0.75,137.25,Scope 2
B0025,SmallShop,2024-10,electricity,electricity_consumption,761.0,kWh,0.508,386.588,Scope 2
B0025,SmallShop,2024-10,electricity,electricity_consumption,224.0,kWh,0.75,168.0,Scope 2
B0025,SmallShop,2024-11,electricity,electricity_consumption,861.0,kWh,0.508,437.388,Scope 2
B0025,SmallShop,2024-11,electricity,electricity_consumption,332.0,kWh,0.75,249.0,Scope 2
B0025,SmallShop,2024-12,electricity,electricity_consumption,1120.0,kWh,0.508,568.96,Scope 2
B0025,SmallShop,2024-12,electricity,electricity_consumption,348.0,kWh,0.75,261.0,Scope 2
B0026,SmallShop,2024-01,electricity,electricity_consumption,581.0,kWh,0.508,295.148,Scope 2
B0026,SmallShop,2024-01,electricity,electricity_consumption,225.0,kWh,0.75,168.75,Scope 2
B0026,SmallShop,2024-02,electricity,electricity_consumption,942.0,kWh,0.508,478.536,Scope 2
B0026,SmallShop,2024-02,electricity,electricity_consumption,169.0,kWh,0.75,126.75,Scope 2
B0026,SmallShop,2024-03,electricity,electricity_consumption,1027.0,kWh,0.508,521.716,Scope 2
B0026,SmallShop,2024-03,electricity,electricity_consumption,155.0,kWh,0.75,116.25,Scope 2
B0026,SmallShop,2024-04,electricity,electricity_consumption,1030.0,kWh,0.508,523.24,Scope 2
B0026,SmallShop,2024-04,electricity,electricity_consumption,119.0,kWh,0.75,89.25,Scope 2
B0026,SmallShop,2024-05,electricity,electricity_consumption,892.0,kWh,0.508,453.136,Scope 2
B0026,SmallShop,2024-05,electricity,electricity_consumption,217.0,kWh,0.75,162.75,Scope 2
B0026,SmallShop,2024-06,electricity,electricity_consumption,906.0,kWh,0.508,460.248,Scope 2
B0026,SmallShop,2024-06,electricity,electricity_consumption,332.0,kWh,0.75,249.0,Scope 2
B0026,SmallShop,2024-07,electricity,electricity_consumption,902.0,kWh,0.508,458.216,Scope 2
B0026,SmallShop,2024-07,electricity,electricity_consumption,293.0,kWh,0.75,219.75,Scope 2
B0026,SmallShop,2024-08,electricity,electricity_consumption,555.0,kWh,0.508,281.94,Scope 2
B0026,SmallShop,2024-08,electricity,electricity_consumption,111.0,kWh,0.75,83.25,Scope 2
B0026,SmallShop,2024-09,electricity,electricity_consumption,936.0,kWh,0.508,475.488,Scope 2
B0026,SmallShop,2024-09,electricity,electricity_consumption,172.0,kWh,0.75,129.0,Scope 2
B0026,SmallShop,2024-10,electricity,electricity_consumption,864.0,kWh,0.508,438.912,Scope 2
B0026,SmallShop,2024-10,electricity,electricity_consumption,174.0,kWh,0.75,130.5,Scope 2
B0026,SmallShop,2024-11,electricity,electricity_consumption,758.0,kWh,0.508,385.064,Scope 2
B0026,SmallShop,2024-11,electricity,electricity_consumption,165.0,kWh,0.75,123.75,Scope 2
B0026,SmallShop,2024-12,electricity,electricity_consumption,629.0,kWh,0.508,319.532,Scope 2
B0026,SmallShop,2024-12,electricity,electricity_consumption,214.0,kWh,0.75,160.5,Scope 2
B0027,SmallShop,2024-01,electricity,electricity_consumption,1052.0,kWh,0.508,534.416,Scope 2
B0027,SmallShop,2024-01,electricity,electricity_consumption,277.0,kWh,0.75,207.75,Scope 2
B0027,SmallShop,2024-02,electricity,electricity_consumption,1004.0,kWh,0.508,510.032,Scope 2
B0027,SmallShop,2024-02,electricity,electricity_consumption,347.0,kWh,0.75,260.25,Scope 2
B0027,SmallShop,2024-03,electricity,electricity_consumption,743.0,kWh,0.508,377.444,Scope 2
B0027,SmallShop,2024-03,electricity,electricity_consumption,121.0,kWh,0.75,90.75,Scope 2
B0027,SmallShop,2024-04,electricity,electricity_consumption,920.0,kWh,0.508,467.36,Scope 2
B0027,SmallShop,2024-04,electricity,electricity_consumption,253.0,kWh,0.75,189.75,Scope 2
B0027,SmallShop,2024-05,electricity,electricity_consumption,965.0,kWh,0.508,490.22,Scope 2
B0027,SmallShop,2024-05,electricity,electricity_consumption,126.0,kWh,0.75,94.5,Scope 2
B0027,SmallShop,2024-06,electricity,electricity_consumption,796.0,kWh,0.508,404.368,Scope 2
B0027,SmallShop,2024-06,electricity,electricity_consumption,111.0,kWh,0.75,83.25,Scope 2
B0027,SmallShop,2024-07,electricity,electricity_consumption,649.0,kWh,0.508,329.692,Scope 2
B0027,SmallShop,2024-07,electricity,electricity_consumption,71.0,kWh,0.75,53.25,Scope 2
B0027,SmallShop,2024-08,electricity,electricity_consumption,820.0,kWh,0.508,416.56,Scope 2
B0027,SmallShop,2024-08,electricity,electricity_consumption,215.0,kWh,0.75,161.25,Scope 2
B0027,SmallShop,2024-09,electricity,electricity_consumption,666.0,kWh,0.508,338.32800000000003,Scope 2
B0027,SmallShop,2024-09,electricity,electricity_consumption,189.0,kWh,0.75,141.75,Scope 2
B0027,SmallShop,2024-10,electricity,electricity_consumption,994.0,kWh,0.508,504.952,Scope 2
B0027,SmallShop,2024-10,electricity,electricity_consumption,261.0,kWh,0.75,195.75,Scope 2
B0027,SmallShop,2024-11,electricity,electricity_consumption,537.0,kWh,0.508,272.796,Scope 2
B0027,SmallShop,2024-11,electricity,electricity_consumption,179.0,kWh,0.75,134.25,Scope 2
B0027,SmallShop,2024-12,electricity,electricity_consumption,896.0,kWh,0.508,455.168,Scope 2
B0027,SmallShop,2024-12,electricity,electricity_consumption,101.0,kWh,0.75,75.75,Scope 2
B0028,SmallShop,2024-01,electricity,electricity_consumption,818.0,kWh,0.508,415.544,Scope 2
B0028,SmallShop,2024-01,electricity,electricity_consumption,280.0,kWh,0.75,210.0,Scope 2
B0028,SmallShop,2024-02,electricity,electricity_consumption,673.0,kWh,0.508,341.884,Scope 2
B0028,SmallShop,2024-02,electricity,electricity_consumption,255.0,kWh,0.75,191.25,Scope 2
B0028,SmallShop,2024-03,electricity,electricity_consumption,766.0,kWh,0.508,389.128,Scope 2
B0028,SmallShop,2024-03,electricity,electricity_consumption,107.0,kWh,0.75,80.25,Scope 2
B0028,SmallShop,2024-04,electricity,electricity_consumption,897.0,kWh,0.508,455.676,Scope 2
B0028,SmallShop,2024-04,electricity,electricity_consumption,117.0,kWh,0.75,87.75,Scope 2
B0028,SmallShop,2024-05,electricity,electricity_consumption,648.0,kWh,0.508,329.184,Scope 2
B0028,SmallShop,2024-05,electricity,electricity_consumption,189.0,kWh,0.75,141.75,Scope 2
B0028,SmallShop,2024-06,electricity,electricity_consumption,958.0,kWh,0.508,486.664,Scope 2
B0028,SmallShop,2024-06,electricity,electricity_consumption,167.0,kWh,0.75,125.25,Scope 2
B0028,SmallShop,2024-07,electricity,electricity_consumption,982.0,kWh,0.508,498.856,Scope 2
B0028,SmallShop,2024-07,electricity,electricity_consumption,369.0,kWh,0.75,276.75,Scope 2
B0028,SmallShop,2024-08,electricity,electricity_consumption,1118.0,kWh,0.508,567.944,Scope 2
B0028,SmallShop,2024-08,electricity,electricity_consumption,308.0,kWh,0.75,231.0,Scope 2
B0028,SmallShop,2024-09,electricity,electricity_consumption,1119.0,kWh,0.508,568.452,Scope 2
B0028,SmallShop,2024-09,electricity,electricity_consumption,367.0,kWh,0.75,275.25,Scope 2
B0028,SmallShop,2024-10,electricity,electricity_consumption,834.0,kWh,0.508,423.672,Scope 2
B0028,SmallShop,2024-10,electricity,electricity_consumption,255.0,kWh,0.75,191.25,Scope 2
B0028,SmallShop,2024-11,electricity,electricity_consumption,1001.0,kWh,0.508,508.508,Scope 2
B0028,SmallShop,2024-11,electricity,electricity_consumption,320.0,kWh,0.75,240.0,Scope 2
B0028,SmallShop,2024-12,electricity,electricity_consumption,933.0,kWh,0.508,473.964,Scope 2
B0028,SmallShop,2024-12,electricity,electricity_consumption,363.0,kWh,0.75,272.25,Scope 2
B0029,SmallShop,2024-01,electricity,electricity_consumption,506.0,kWh,0.508,257.048,Scope 2
B0029,SmallShop,2024-01,electricity,electricity_consumption,91.0,kWh,0.75,68.25,Scope 2
B0029,SmallShop,2024-02,electricity,electricity_consumption,973.0,kWh,0.508,494.284,Scope 2
B0029,SmallShop,2024-02,electricity,electricity_consumption,157.0,kWh,0.75,117.75,Scope 2
B0029,SmallShop,2024-03,electricity,electricity_consumption,1196.0,kWh,0.508,607.568,Scope 2
B0029,SmallShop,2024-03,electricity,electricity_consumption,171.0,kWh,0.75,128.25,Scope 2
B0029,SmallShop,2024-04,electricity,electricity_consumption,557.0,kWh,0.508,282.956,Scope 2
B0029,SmallShop,2024-04,electricity,electricity_consumption,152.0,kWh,0.75,114.0,Scope 2
B0029,SmallShop,2024-05,electricity,electricity_consumption,759.0,kWh,0.508,385.572,Scope 2
B0029,SmallShop,2024-05,electricity,electricity_consumption,106.0,kWh,0.75,79.5,Scope 2
B0029,SmallShop,2024-06,electricity,electricity_consumption,529.0,kWh,0.508,268.732,Scope 2
B0029,SmallShop,2024-06,electricity,electricity_consumption,170.0,kWh,0.75,127.5,Scope 2
B0029,SmallShop,2024-07,electricity,electricity_consumption,571.0,kWh,0.508,290.068,Scope 2
B0029,SmallShop,2024-07,electricity,electricity_consumption,167.0,kWh,0.75,125.25,Scope 2
B0029,SmallShop,2024-08,electricity,electricity_consumption,1167.0,kWh,0.508,592.836,Scope 2
B0029,SmallShop,2024-08,electricity,electricity_consumption,164.0,kWh,0.75,123.0,Scope 2
B0029,SmallShop,2024-09,electricity,electricity_consumption,537.0,kWh,0.508,272.796,Scope 2
B0029,SmallShop,2024-09,electricity,electricity_consumption,137.0,kWh,0.75,102.75,Scope 2
B0029,SmallShop,2024-10,electricity,electricity_consumption,894.0,kWh,0.508,454.152,Scope 2
B0029,SmallShop,2024-10,electricity,electricity_consumption,301.0,kWh,0.75,225.75,Scope 2
B0029,SmallShop,2024-11,electricity,electricity_consumption,1019.0,kWh,0.508,517.652,Scope 2
B0029,SmallShop,2024-11,electricity,electricity_consumption,145.0,kWh,0.75,108.75,Scope 2
B0029,SmallShop,2024-12,electricity,electricity_consumption,1087.0,kWh,0.508,552.196,Scope 2
B0029,SmallShop,2024-12,electricity,electricity_consumption,421.0,kWh,0.75,315.75,Scope 2
B0030,SmallShop,2024-01,electricity,electricity_consumption,900.0,kWh,0.508,457.2,Scope 2
B0030,SmallShop,2024-01,electricity,electricity_consumption,112.0,kWh,0.75,84.0,Scope 2
B0030,SmallShop,2024-02,electricity,electricity_consumption,528.0,kWh,0.508,268.224,Scope 2
B0030,SmallShop,2024-02,electricity,electricity_consumption,58.0,kWh,0.75,43.5,Scope 2
B0030,SmallShop,2024-03,electricity,electricity_consumption,1199.0,kWh,0.508,609.092,Scope 2
B0030,SmallShop,2024-03,electricity,electricity_consumption,348.0,kWh,0.75,261.0,Scope 2
B0030,SmallShop,2024-04,electricity,electricity_consumption,628.0,kWh,0.508,319.024,Scope 2
B0030,SmallShop,2024-04,electricity,electricity_consumption,125.0,kWh,0.75,93.75,Scope 2
B0030,SmallShop,2024-05,electricity,electricity_consumption,570.0,kWh,0.508,289.56,Scope 2
B0030,SmallShop,2024-05,electricity,electricity_consumption,117.0,kWh,0.75,87.75,Scope 2
B0030,SmallShop,2024-06,electricity,electricity_consumption,791.0,kWh,0.508,401.828,Scope 2
B0030,SmallShop,2024-06,electricity,electricity_consumption,115.0,kWh,0.75,86.25,Scope 2
B0030,SmallShop,2024-07,electricity,electricity_consumption,747.0,kWh,0.508,379.476,Scope 2
B0030,SmallShop,2024-07,electricity,electricity_consumption,189.0,kWh,0.75,141.75,Scope 2
B0030,SmallShop,2024-08,electricity,electricity_consumption,567.0,kWh,0.508,288.036,Scope 2
B0030,SmallShop,2024-08,electricity,electricity_consumption,203.0,kWh,0.75,152.25,Scope 2
B0030,SmallShop,2024-09,electricity,electricity_consumption,619.0,kWh,0.508,314.452,Scope 2
B0030,SmallShop,2024-09,electricity,electricity_consumption,226.0,kWh,0.75,169.5,Scope 2
B0030,SmallShop,2024-10,electricity,electricity_consumption,779.0,kWh,0.508,395.732,Scope 2
B0030,SmallShop,2024-10,electricity,electricity_consumption,291.0,kWh,0.75,218.25,Scope 2
B0030,SmallShop,2024-11,electricity,electricity_consumption,521.0,kWh,0.508,264.668,Scope 2
B0030,SmallShop,2024-11,electricity,electricity_consumption,152.0,kWh,0.75,114.0,Scope 2
B0030,SmallShop,2024-12,electricity,electricity_consumption,646.0,kWh,0.508,328.168,Scope 2
B0030,SmallShop,2024-12,electricity,electricity_consumption,78.0,kWh,0.75,58.5,Scope 2
B0031,Restaurant,2024-01,electricity,electricity_consumption,3248.0,kWh,0.508,1649.984,Scope 2
B0031,Restaurant,2024-01,electricity,electricity_consumption,1228.0,kWh,0.75,921.0,Scope 2
B0031,Restaurant,2024-02,electricity,electricity_consumption,1695.0,kWh,0.508,861.0600000000001,Scope 2
B0031,Restaurant,2024-02,electricity,electricity_consumption,411.0,kWh,0.75,308.25,Scope 2
B0031,Restaurant,2024-03,electricity,electricity_consumption,3443.0,kWh,0.508,1749.044,Scope 2
B0031,Restaurant,2024-03,electricity,electricity_consumption,383.0,kWh,0.75,287.25,Scope 2
B0031,Restaurant,2024-04,electricity,electricity_consumption,2677.0,kWh,0.508,1359.916,Scope 2
B0031,Restaurant,2024-04,electricity,electricity_consumption,773.0,kWh,0.75,579.75,Scope 2
B0031,Restaurant,2024-05,electricity,electricity_consumption,3914.0,kWh,0.508,1988.312,Scope 2
B0031,Restaurant,2024-05,electricity,electricity_consumption,670.0,kWh,0.75,502.5,Scope 2
B0031,Restaurant,2024-06,electricity,electricity_consumption,2777.0,kWh,0.508,1410.716,Scope 2
B0031,Restaurant,2024-06,electricity,electricity_consumption,851.0,kWh,0.75,638.25,Scope 2
B0031,Restaurant,2024-07,electricity,electricity_consumption,2107.0,kWh,0.508,1070.356,Scope 2
B0031,Restaurant,2024-07,electricity,electricity_consumption,798.0,kWh,0.75,598.5,Scope 2
B0031,Restaurant,2024-08,electricity,electricity_consumption,2471.0,kWh,0.508,1255.268,Scope 2
B0031,Restaurant,2024-08,electricity,electricity_consumption,923.0,kWh,0.75,692.25,Scope 2
B0031,Restaurant,2024-09,electricity,electricity_consumption,3388.0,kWh,0.508,1721.104,Scope 2
B0031,Restaurant,2024-09,electricity,electricity_consumption,717.0,kWh,0.75,537.75,Scope 2
B0031,Restaurant,2024-10,electricity,electricity_consumption,3133.0,kWh,0.508,1591.564,Scope 2
B0031,Restaurant,2024-10,electricity,electricity_consumption,655.0,kWh,0.75,491.25,Scope 2
B0031,Restaurant,2024-11,electricity,electricity_consumption,3795.0,kWh,0.508,1927.86,Scope 2
B0031,Restaurant,2024-11,electricity,electricity_consumption,1277.0,kWh,0.75,957.75,Scope 2
B0031,Restaurant,2024-12,electricity,electricity_consumption,3968.0,kWh,0.508,2015.744,Scope 2
B0031,Restaurant,2024-12,electricity,electricity_consumption,1417.0,kWh,0.75,1062.75,Scope 2
B0032,Restaurant,2024-01,electricity,electricity_consumption,2001.0,kWh,0.508,1016.508,Scope 2
B0032,Restaurant,2024-01,electricity,electricity_consumption,293.0,kWh,0.75,219.75,Scope 2
B0032,Restaurant,2024-02,electricity,electricity_consumption,1657.0,kWh,0.508,841.756,Scope 2
B0032,Restaurant,2024-02,electricity,electricity_consumption,225.0,kWh,0.75,168.75,Scope 2
B0032,Restaurant,2024-03,electricity,electricity_consumption,3946.0,kWh,0.508,2004.568,Scope 2
B0032,Restaurant,2024-03,electricity,electricity_consumption,930.0,kWh,0.75,697.5,Scope 2
B0032,Restaurant,2024-04,electricity,electricity_consumption,2387.0,kWh,0.508,1212.596,Scope 2
B0032,Restaurant,2024-04,electricity,electricity_consumption,335.0,kWh,0.75,251.25,Scope 2
B0032,Restaurant,2024-05,electricity,electricity_consumption,3850.0,kWh,0.508,1955.8,Scope 2
B0032,Restaurant,2024-05,electricity,electricity_consumption,1160.0,kWh,0.75,870.0,Scope 2
B0032,Restaurant,2024-06,electricity,electricity_consumption,1696.0,kWh,0.508,861.568,Scope 2
B0032,Restaurant,2024-06,electricity,electricity_consumption,475.0,kWh,0.75,356.25,Scope 2
B0032,Restaurant,2024-07,electricity,electricity_consumption,3362.0,kWh,0.508,1707.896,Scope 2
B0032,Restaurant,2024-07,electricity,electricity_consumption,1014.0,kWh,0.75,760.5,Scope 2
B0032,Restaurant,2024-08,electricity,electricity_consumption,3913.0,kWh,0.508,1987.804,Scope 2
B0032,Restaurant,2024-08,electricity,electricity_consumption,615.0,kWh,0.75,461.25,Scope 2
B0032,Restaurant,2024-09,electricity,electricity_consumption,2597.0,kWh,0.508,1319.276,Scope 2
B0032,Restaurant,2024-09,electricity,electricity_consumption,872.0,kWh,0.75,654.0,Scope 2
B0032,Restaurant,2024-10,electricity,electricity_consumption,3456.0,kWh,0.508,1755.648,Scope 2
B0032,Restaurant,2024-10,electricity,electricity_consumption,1254.0,kWh,0.75,940.5,Scope 2
B0032,Restaurant,2024-11,electricity,electricity_consumption,3431.0,kWh,0.508,1742.948,Scope 2
B0032,Restaurant,2024-11,electricity,electricity_consumption,767.0,kWh,0.75,575.25,Scope 2
B0032,Restaurant,2024-12,electricity,electricity_consumption,3561.0,kWh,0.508,1808.988,Scope 2
B0032,Restaurant,2024-12,electricity,electricity_consumption,901.0,kWh,0.75,675.75,Scope 2
B0033,Restaurant,2024-01,electricity,electricity_consumption,3526.0,kWh,0.508,1791.208,Scope 2
B0033,Restaurant,2024-01,electricity,electricity_consumption,357.0,kWh,0.75,267.75,Scope 2
B0033,Restaurant,2024-02,electricity,electricity_consumption,2310.0,kWh,0.508,1173.48,Scope 2
B0033,Restaurant,2024-02,electricity,electricity_consumption,658.0,kWh,0.75,493.5,Scope 2
B0033,Restaurant,2024-03,electricity,electricity_consumption,3032.0,kWh,0.508,1540.256,Scope 2
B0033,Restaurant,2024-03,electricity,electricity_consumption,570.0,kWh,0.75,427.5,Scope 2
B0033,Restaurant,2024-04,electricity,electricity_consumption,2103.0,kWh,0.508,1068.324,Scope 2
B0033,Restaurant,2024-04,electricity,electricity_consumption,717.0,kWh,0.75,537.75,Scope 2
B0033,Restaurant,2024-05,electricity,electricity_consumption,2529.0,kWh,0.508,1284.732,Scope 2
B0033,Restaurant,2024-05,electricity,electricity_consumption,329.0,kWh,0.75,246.75,Scope 2
B0033,Restaurant,2024-06,electricity,electricity_consumption,3781.0,kWh,0.508,1920.748,Scope 2
B0033,Restaurant,2024-06,electricity,electricity_consumption,1187.0,kWh,0.75,890.25,Scope 2
B0033,Restaurant,2024-07,electricity,electricity_consumption,2597.0,kWh,0.508,1319.276,Scope 2
B0033,Restaurant,2024-07,electricity,electricity_consumption,940.0,kWh,0.75,705.0,Scope 2
B0033,Restaurant,2024-08,electricity,electricity_consumption,3598.0,kWh,0.508,1827.784,Scope 2
B0033,Restaurant,2024-08,electricity,electricity_consumption,602.0,kWh,0.75,451.5,Scope 2
B0033,Restaurant,2024-09,electricity,electricity_consumption,3960.0,kWh,0.508,2011.68,Scope 2
B0033,Restaurant,2024-09,electricity,electricity_consumption,1349.0,kWh,0.75,1011.75,Scope 2
B0033,Restaurant,2024-10,electricity,electricity_consumption,2860.0,kWh,0.508,1452.88,Scope 2
B0033,Restaurant,2024-10,electricity,electricity_consumption,899.0,kWh,0.75,674.25,Scope 2
B0033,Restaurant,2024-11,electricity,electricity_consumption,3011.0,kWh,0.508,1529.588,Scope 2
B0033,Restaurant,2024-11,electricity,electricity_consumption,339.0,kWh,0.75,254.25,Scope 2
B0033,Restaurant,2024-12,electricity,electricity_consumption,1897.0,kWh,0.508,963.676,Scope 2
B0033,Restaurant,2024-12,electricity,electricity_consumption,465.0,kWh,0.75,348.75,Scope 2
B0034,Restaurant,2024-01,electricity,electricity_consumption,3097.0,kWh,0.508,1573.276,Scope 2
B0034,Restaurant,2024-01,electricity,electricity_consumption,603.0,kWh,0.75,452.25,Scope 2
B0034,Restaurant,2024-02,electricity,electricity_consumption,3223.0,kWh,0.508,1637.284,Scope 2
B0034,Restaurant,2024-02,electricity,electricity_consumption,1112.0,kWh,0.75,834.0,Scope 2
B0034,Restaurant,2024-03,electricity,electricity_consumption,3667.0,kWh,0.508,1862.836,Scope 2
B0034,Restaurant,2024-03,electricity,electricity_consumption,671.0,kWh,0.75,503.25,Scope 2
B0034,Restaurant,2024-04,electricity,electricity_consumption,2359.0,kWh,0.508,1198.372,Scope 2
B0034,Restaurant,2024-04,electricity,electricity_consumption,522.0,kWh,0.75,391.5,Scope 2
B0034,Restaurant,2024-05,electricity,electricity_consumption,2747.0,kWh,0.508,1395.476,Scope 2
B0034,Restaurant,2024-05,electricity,electricity_consumption,431.0,kWh,0.75,323.25,Scope 2
B0034,Restaurant,2024-06,electricity,electricity_consumption,3004.0,kWh,0.508,1526.032,Scope 2
B0034,Restaurant,2024-06,electricity,electricity_consumption,723.0,kWh,0.75,542.25,Scope 2
B0034,Restaurant,2024-07,electricity,electricity_consumption,2883.0,kWh,0.508,1464.564,Scope 2
B0034,Restaurant,2024-07,electricity,electricity_consumption,1106.0,kWh,0.75,829.5,Scope 2
B0034,Restaurant,2024-08,electricity,electricity_consumption,1542.0,kWh,0.508,783.336,Scope 2
B0034,Restaurant,2024-08,electricity,electricity_consumption,375.0,kWh,0.75,281.25,Scope 2
B0034,Restaurant,2024-09,electricity,electricity_consumption,1778.0,kWh,0.508,903.224,Scope 2
B0034,Restaurant,2024-09,electricity,electricity_consumption,362.0,kWh,0.75,271.5,Scope 2
B0034,Restaurant,2024-10,electricity,electricity_consumption,1940.0,kWh,0.508,985.52,Scope 2
B0034,Restaurant,2024-10,electricity,electricity_consumption,409.0,kWh,0.75,306.75,Scope 2
B0034,Restaurant,2024-11,electricity,electricity_consumption,1861.0,kWh,0.508,945.388,Scope 2
B0034,Restaurant,2024-11,electricity,electricity_consumption,204.0,kWh,0.75,153.0,Scope 2
B0034,Restaurant,2024-12,electricity,electricity_consumption,2118.0,kWh,0.508,1075.944,Scope 2
B0034,Restaurant,2024-12,electricity,electricity_consumption,720.0,kWh,0.75,540.0,Scope 2
B0035,Restaurant,2024-01,electricity,electricity_consumption,3111.0,kWh,0.508,1580.388,Scope 2
B0035,Restaurant,2024-01,electricity,electricity_consumption,747.0,kWh,0.75,560.25,Scope 2
B0035,Restaurant,2024-02,electricity,electricity_consumption,1581.0,kWh,0.508,803.148,Scope 2
B0035,Restaurant,2024-02,electricity,electricity_consumption,205.0,kWh,0.75,153.75,Scope 2
B0035,Restaurant,2024-03,electricity,electricity_consumption,1642.0,kWh,0.508,834.136,Scope 2
B0035,Restaurant,2024-03,electricity,electricity_consumption,531.0,kWh,0.75,398.25,Scope 2
B0035,Restaurant,2024-04,electricity,electricity_consumption,3734.0,kWh,0.508,1896.872,Scope 2
B0035,Restaurant,2024-04,electricity,electricity_consumption,1376.0,kWh,0.75,1032.0,Scope 2
B0035,Restaurant,2024-05,electricity,electricity_consumption,3110.0,kWh,0.508,1579.88,Scope 2
B0035,Restaurant,2024-05,electricity,electricity_consumption,650.0,kWh,0.75,487.5,Scope 2
B0035,Restaurant,2024-06,electricity,electricity_consumption,1683.0,kWh,0.508,854.964,Scope 2
B0035,Restaurant,2024-06,electricity,electricity_consumption,414.0,kWh,0.75,310.5,Scope 2
B0035,Restaurant,2024-07,electricity,electricity_consumption,1977.0,kWh,0.508,1004.316,Scope 2
B0035,Restaurant,2024-07,electricity,electricity_consumption,342.0,kWh,0.75,256.5,Scope 2
B0035,Restaurant,2024-08,electricity,electricity_consumption,3101.0,kWh,0.508,1575.308,Scope 2
B0035,Restaurant,2024-08,electricity,electricity_consumption,495.0,kWh,0.75,371.25,Scope 2
B0035,Restaurant,2024-09,electricity,electricity_consumption,2244.0,kWh,0.508,1139.952,Scope 2
B0035,Restaurant,2024-09,electricity,electricity_consumption,696.0,kWh,0.75,522.0,Scope 2
B0035,Restaurant,2024-10,electricity,electricity_consumption,1554.0,kWh,0.508,789.432,Scope 2
B0035,Restaurant,2024-10,electricity,electricity_consumption,603.0,kWh,0.75,452.25,Scope 2
B0035,Restaurant,2024-11,electricity,electricity_consumption,2963.0,kWh,0.508,1505.204,Scope 2
B0035,Restaurant,2024-11,electricity,electricity_consumption,1045.0,kWh,0.75,783.75,Scope 2
B0035,Restaurant,2024-12,electricity,electricity_consumption,2395.0,kWh,0.508,1216.66,Scope 2
B0035,Restaurant,2024-12,electricity,electricity_consumption,683.0,kWh,0.75,512.25,Scope 2
B0036,Restaurant,2024-01,electricity,electricity_consumption,3837.0,kWh,0.508,1949.196,Scope 2
