business_id,business_type,billing_period,consumption_kWh,source,activity,unit,emission_factor,emissions_kgCO2e
B0029,SmallShop,2024-03,1196,grid,grid_electricity_NG,kWh,0.508,607.568
B0029,SmallShop,2024-03,171,generator,diesel_generator,kWh,0.75,128.25
B0029,SmallShop,2024-04,557,grid,grid_electricity_NG,kWh,0.508,282.956
B0029,SmallShop,2024-04,152,generator,diesel_generator,kWh,0.75,114.0
B0029,SmallShop,2024-05,759,grid,grid_electricity_NG,kWh,0.508,385.572
B0029,SmallShop,2024-05,106,generator,diesel_generator,kWh,0.75,79.5
B0029,SmallShop,2024-06,529,grid,grid_electricity_NG,kWh,0.508,268.732
B0029,SmallShop,2024-06,170,generator,diesel_generator,kWh,0.75,127.5
B0029,SmallShop,2024-07,571,grid,grid_electricity_NG,kWh,0.508,290.068
B0029,SmallShop,2024-07,167,generator,diesel_generator,kWh,0.75,125.25
B0029,SmallShop,2024-08,1167,grid,grid_electricity_NG,kWh,0.508,592.836
B0029,SmallShop,2024-08,164,generator,diesel_generator,kWh,0.75,123.0
B0029,SmallShop,2024-09,537,grid,grid_electricity_NG,kWh,0.508,272.796
B0029,SmallShop,2024-09,137,generator,diesel_generator,kWh,0.75,102.75
B0029,SmallShop,2024-10,894,grid,grid_electricity_NG,kWh,0.508,454.152
B0029,SmallShop,2024-10,301,generator,diesel_generator,kWh,0.75,225.75
B0029,SmallShop,2024-11,1019,grid,grid_electricity_NG,kWh,0.508,517.652
B0029,SmallShop,2024-11,145,generator,diesel_generator,kWh,0.75,108.75
B0029,SmallShop,2024-12,1087,grid,grid_electricity_NG,kWh,0.508,552.196
B0029,SmallShop,2024-12,421,generator,diesel_generator,kWh,0.75,315.75
B0030,SmallShop,2024-01,900,grid,grid_electricity_NG,kWh,0.508,457.2
B0030,SmallShop,2024-01,112,generator,diesel_generator,kWh,0.75,84.0
B0030,SmallShop,2024-02,528,grid,grid_electricity_NG,kWh,0.508,268.224
B0030,SmallShop,2024-02,58,generator,diesel_generator,kWh,0.75,43.5
B0030,SmallShop,2024-03,1199,grid,grid_electricity_NG,kWh,0.508,609.092
B0030,SmallShop,2024-03,348,generator,diesel_generator,kWh,0.75,261.0
B0030,SmallShop,2024-04,628,grid,grid_electricity_NG,kWh,0.508,319.024
B0030,SmallShop,2024-04,125,generator,diesel_generator,kWh,0.75,93.75
B0030,SmallShop,2024-05,570,grid,grid_electricity_NG,kWh,0.508,289.56
B0030,SmallShop,2024-05,117,generator,diesel_generator,kWh,0.75,87.75
B0030,SmallShop,2024-06,791,grid,grid_electricity_NG,kWh,0.508,401.82800000000003
B0030,SmallShop,2024-06,115,generator,diesel_generator,kWh,0.75,86.25
B0030,SmallShop,2024-07,747,grid,grid_electricity_NG,kWh,0.508,379.476
B0030,SmallShop,2024-07,189,generator,diesel_generator,kWh,0.75,141.75
B0030,SmallShop,2024-08,567,grid,grid_electricity_NG,kWh,0.508,288.036
B0030,SmallShop,2024-08,203,generator,diesel_generator,kWh,0.75,152.25
B0030,SmallShop,2024-09,619,grid,grid_electricity_NG,kWh,0.508,314.452
B0030,SmallShop,2024-09,226,generator,diesel_generator,kWh,0.75,169.5
B0030,SmallShop,2024-10,779,grid,grid_electricity_NG,kWh,0.508,395.732
B0030,SmallShop,2024-10,291,generator,diesel_generator,kWh,0.75,218.25
B0030,SmallShop,2024-11,521,grid,grid_electricity_NG,kWh,0.508,264.668
B0030,SmallShop,2024-11,152,generator,diesel_generator,kWh,0.75,114.0
B0030,SmallShop,2024-12,646,grid,grid_electricity_NG,kWh,0.508,328.168
B0030,SmallShop,2024-12,78,generator,diesel_generator,kWh,0.75,58.5
B0031,Restaurant,2024-01,3248,grid,grid_electricity_NG,kWh,0.508,1649.984
B0031,Restaurant,2024-01,1228,generator,diesel_generator,kWh,0.75,921.0
B0031,Restaurant,2024-02,1695,grid,grid_electricity_NG,kWh,0.508,861.0600000000001
B0031,Restaurant,2024-02,411,generator,diesel_generator,kWh,0.75,308.25
B0031,Restaurant,2024-03,3443,grid,grid_electricity_NG,kWh,0.508,1749.044
B0031,Restaurant,2024-03,383,generator,diesel_generator,kWh,0.75,287.25
B0031,Restaurant,2024-04,2677,grid,grid_electricity_NG,kWh,0.508,1359.916
B0031,Restaurant,2024-04,773,generator,diesel_generator,kWh,0.75,579.75
B0031,Restaurant,2024-05,3914,grid,grid_electricity_NG,kWh,0.508,1988.3120000000001
B0031,Restaurant,2024-05,670,generator,diesel_generator,kWh,0.75,502.5
B0031,Restaurant,2024-06,2777,grid,grid_electricity_NG,kWh,0.508,1410.7160000000001
B0031,Restaurant,2024-06,851,generator,diesel_generator,kWh,0.75,638.25
B0031,Restaurant,2024-07,2107,grid,grid_electricity_NG,kWh,0.508,1070.356
B0031,Restaurant,2024-07,798,generator,diesel_generator,kWh,0.75,598.5
B0031,Restaurant,2024-08,2471,grid,grid_electricity_NG,kWh,0.508,1255.268
B0031,Restaurant,2024-08,923,generator,diesel_generator,kWh,0.75,692.25
B0031,Restaurant,2024-09,3388,grid,grid_electricity_NG,kWh,0.508,1721.104
B0031,Restaurant,2024-09,717,generator,diesel_generator,kWh,0.75,537.75
B0031,Restaurant,2024-10,3133,grid,grid_electricity_NG,kWh,0.508,1591.564
B0031,Restaurant,2024-10,655,generator,diesel_generator,kWh,0.75,491.25
B0031,Restaurant,2024-11,3795,grid,grid_electricity_NG,kWh,0.508,1927.8600000000001
B0031,Restaurant,2024-11,1277,generator,diesel_generator,kWh,0.75,957.75
B0031,Restaurant,2024-12,3968,grid,grid_electricity_NG,kWh,0.508,2015.7440000000001
B0031,Restaurant,2024-12,1417,generator,diesel_generator,kWh,0.75,1062.75
B0032,Restaurant,2024-01,2001,grid,grid_electricity_NG,kWh,0.508,1016.508
B0032,Restaurant,2024-01,293,generator,diesel_generator,kWh,0.75,219.75
B0032,Restaurant,2024-02,1657,grid,grid_electricity_NG,kWh,0.508,841.756
B0032,Restaurant,2024-02,225,generator,diesel_generator,kWh,0.75,168.75
B0032,Restaurant,2024-03,3946,grid,grid_electricity_NG,kWh,0.508,2004.568
B0032,Restaurant,2024-03,930,generator,diesel_generator,kWh,0.75,697.5
B0032,Restaurant,2024-04,2387,grid,grid_electricity_NG,kWh,0.508,1212.596
B0032,Restaurant,2024-04,335,generator,diesel_generator,kWh,0.75,251.25
B0032,Restaurant,2024-05,3850,grid,grid_electricity_NG,kWh,0.508,1955.8
B0032,Restaurant,2024-05,1160,generator,diesel_generator,kWh,0.75,870.0
B0032,Restaurant,2024-06,1696,grid,grid_electricity_NG,kWh,0.508,861.568
B0032,Restaurant,2024-06,475,generator,diesel_generator,kWh,0.75,356.25
B0032,Restaurant,2024-07,3362,grid,grid_electricity_NG,kWh,0.508,1707.896
B0032,Restaurant,2024-07,1014,generator,diesel_generator,kWh,0.75,760.5
B0032,Restaurant,2024-08,3913,grid,grid_electricity_NG,kWh,0.508,1987.804
B0032,Restaurant,2024-08,615,generator,diesel_generator,kWh,0.75,461.25
B0032,Restaurant,2024-09,2597,grid,grid_electricity_NG,kWh,0.508,1319.276
B0032,Restaurant,2024-09,872,generator,diesel_generator,kWh,0.75,654.0
B0032,Restaurant,2024-10,3456,grid,grid_electricity_NG,kWh,0.508,1755.6480000000001
B0032,Restaurant,2024-10,1254,generator,diesel_generator,kWh,0.75,940.5
B0032,Restaurant,2024-11,3431,grid,grid_electricity_NG,kWh,0.508,1742.948
B0032,Restaurant,2024-11,767,generator,diesel_generator,kWh,0.75,575.25
B0032,Restaurant,2024-12,3561,grid,grid_electricity_NG,kWh,0.508,1808.988
B0032,Restaurant,2024-12,901,generator,diesel_generator,kWh,0.75,675.75
B0033,Restaurant,2024-01,3526,grid,grid_electricity_NG,kWh,0.508,1791.208
B0033,Restaurant,2024-01,357,generator,diesel_generator,kWh,0.75,267.75
B0033,Restaurant,2024-02,2310,grid,grid_electricity_NG,kWh,0.508,1173.48
B0033,Restaurant,2024-02,658,generator,diesel_generator,kWh,0.75,493.5
B0033,Restaurant,2024-03,3032,grid,grid_electricity_NG,kWh,0.508,1540.256
B0033,Restaurant,2024-03,570,generator,diesel_generator,kWh,0.75,427.5
B0033,Restaurant,2024-04,2103,grid,grid_electricity_NG,kWh,0.508,1068.324
B0033,Restaurant,2024-04,717,generator,diesel_generator,kWh,0.75,537.75
B0033,Restaurant,2024-05,2529,grid,grid_electricity_NG,kWh,0.508,1284.732
B0033,Restaurant,2024-05,329,generator,diesel_generator,kWh,0.75,246.75
B0033,Restaurant,2024-06,3781,grid,grid_electricity_NG,kWh,0.508,1920.748
B0033,Restaurant,2024-06,1187,generator,diesel_generator,kWh,0.75,890.25
B0033,Restaurant,2024-07,2597,grid,grid_electricity_NG,kWh,0.508,1319.276
B0033,Restaurant,2024-07,940,generator,diesel_generator,kWh,0.75,705.0
B0033,Restaurant,2024-08,3598,grid,grid_electricity_NG,kWh,0.508,1827.784
B0033,Restaurant,2024-08,602,generator,diesel_generator,kWh,0.75,451.5
B0033,Restaurant,2024-09,3960,grid,grid_electricity_NG,kWh,0.508,2011.68
B0033,Restaurant,2024-09,1349,generator,diesel_generator,kWh,0.75,1011.75
B0033,Restaurant,2024-10,2860,grid,grid_electricity_NG,kWh,0.508,1452.88
B0033,Restaurant,2024-10,899,generator,diesel_generator,kWh,0.75,674.25
B0033,Restaurant,2024-11,3011,grid,grid_electricity_NG,kWh,0.508,1529.588
B0033,Restaurant,2024-11,339,generator,diesel_generator,kWh,0.75,254.25
B0033,Restaurant,2024-12,1897,grid,grid_electricity_NG,kWh,0.508,963.676
B0033,Restaurant,2024-12,465,generator,diesel_generator,kWh,0.75,348.75
B0034,Restaurant,2024-01,3097,grid,grid_electricity_NG,kWh,0.508,1573.276
B0034,Restaurant,2024-01,603,generator,diesel_generator,kWh,0.75,452.25
B0034,Restaurant,2024-02,3223,grid,grid_electricity_NG,kWh,0.508,1637.284
B0034,Restaurant,2024-02,1112,generator,diesel_generator,kWh,0.75,834.0
B0034,Restaurant,2024-03,3667,grid,grid_electricity_NG,kWh,0.508,1862.836
B0034,Restaurant,2024-03,671,generator,diesel_generator,kWh,0.75,503.25
B0034,Restaurant,2024-04,2359,grid,grid_electricity_NG,kWh,0.508,1198.372
B0034,Restaurant,2024-04,522,generator,diesel_generator,kWh,0.75,391.5
B0034,Restaurant,2024-05,2747,grid,grid_electricity_NG,kWh,0.508,1395.476
B0034,Restaurant,2024-05,431,generator,diesel_generator,kWh,0.75,323.25
B0034,Restaurant,2024-06,3004,grid,grid_electricity_NG,kWh,0.508,1526.032
B0034,Restaurant,2024-06,723,generator,diesel_generator,kWh,0.75,542.25
B0034,Restaurant,2024-07,2883,grid,grid_electricity_NG,kWh,0.508,1464.564
B0034,Restaurant,2024-07,1106,generator,diesel_generator,kWh,0.75,829.5
B0034,Restaurant,2024-08,1542,grid,grid_electricity_NG,kWh,0.508,783.336
B0034,Restaurant,2024-08,375,generator,diesel_generator,kWh,0.75,281.25
B0034,Restaurant,2024-09,1778,grid,grid_electricity_NG,kWh,0.508,903.224
B0034,Restaurant,2024-09,362,generator,diesel_generator,kWh,0.75,271.5
B0034,Restaurant,2024-10,1940,grid,grid_electricity_NG,kWh,0.508,985.52
B0034,Restaurant,2024-10,409,generator,diesel_generator,kWh,0.75,306.75
B0034,Restaurant,2024-11,1861,grid,grid_electricity_NG,kWh,0.508,945.388
B0034,Restaurant,2024-11,204,generator,diesel_generator,kWh,0.75,153.0
B0034,Restaurant,2024-12,2118,grid,grid_electricity_NG,kWh,0.508,1075.944
B0034,Restaurant,2024-12,720,generator,diesel_generator,kWh,0.75,540.0
B0035,Restaurant,2024-01,3111,grid,grid_electricity_NG,kWh,0.508,1580.388
B0035,Restaurant,2024-01,747,generator,diesel_generator,kWh,0.75,560.25
B0035,Restaurant,2024-02,1581,grid,grid_electricity_NG,kWh,0.508,803.148
B0035,Restaurant,2024-02,205,generator,diesel_generator,kWh,0.75,153.75
B0035,Restaurant,2024-03,1642,grid,grid_electricity_NG,kWh,0.508,834.136
B0035,Restaurant,2024-03,531,generator,diesel_generator,kWh,0.75,398.25
B0035,Restaurant,2024-04,3734,grid,grid_electricity_NG,kWh,0.508,1896.872
B0035,Restaurant,2024-04,1376,generator,diesel_generator,kWh,0.75,1032.0
B0035,Restaurant,2024-05,3110,grid,grid_electricity_NG,kWh,0.508,1579.88
B0035,Restaurant,2024-05,650,generator,diesel_generator,kWh,0.75,487.5
B0035,Restaurant,2024-06,1683,grid,grid_electricity_NG,kWh,0.508,854.964
B0035,Restaurant,2024-06,414,generator,diesel_generator,kWh,0.75,310.5
B0035,Restaurant,2024-07,1977,grid,grid_electricity_NG,kWh,0.508,1004.316
B0035,Restaurant,2024-07,342,generator,diesel_generator,kWh,0.75,256.5
B0035,Restaurant,2024-08,3101,grid,grid_electricity_NG,kWh,0.508,1575.308
B0035,Restaurant,2024-08,495,generator,diesel_generator,kWh,0.75,371.25
B0035,Restaurant,2024-09,2244,grid,grid_electricity_NG,kWh,0.508,1139.952
B0035,Restaurant,2024-09,696,generator,diesel_generator,kWh,0.75,522.0
B0035,Restaurant,2024-10,1554,grid,grid_electricity_NG,kWh,0.508,789.432
B0035,Restaurant,2024-10,603,generator,diesel_generator,kWh,0.75,452.25
B0035,Restaurant,2024-11,2963,grid,grid_electricity_NG,kWh,0.508,1505.204
B0035,Restaurant,2024-11,1045,generator,diesel_generator,kWh,0.75,783.75
B0035,Restaurant,2024-12,2395,grid,grid_electricity_NG,kWh,0.508,1216.66
B0035,Restaurant,2024-12,683,generator,diesel_generator,kWh,0.75,512.25
B0036,Restaurant,2024-01,3837,grid,grid_electricity_NG,kWh,0.508,1949.1960000000001
B0036,Restaurant,2024-01,941,generator,diesel_generator,kWh,0.75,705.75
B0036,Restaurant,2024-02,2025,grid,grid_electricity_NG,kWh,0.508,1028.7
B0036,Restaurant,2024-02,236,generator,diesel_generator,kWh,0.75,177.0
B0036,Restaurant,2024-03,2118,grid,grid_electricity_NG,kWh,0.508,1075.944
B0036,Restaurant,2024-03,369,generator,diesel_generator,kWh,0.75,276.75
B0036,Restaurant,2024-04,2386,grid,grid_electricity_NG,kWh,0.508,1212.088
B0036,Restaurant,2024-04,269,generator,diesel_generator,kWh,0.75,201.75
B0036,Restaurant,2024-05,1904,grid,grid_electricity_NG,kWh,0.508,967.232
B0036,Restaurant,2024-05,526,generator,diesel_generator,kWh,0.75,394.5
B0036,Restaurant,2024-06,1639,grid,grid_electricity_NG,kWh,0.508,832.612
B0036,Restaurant,2024-06,549,generator,diesel_generator,kWh,0.75,411.75
B0036,Restaurant,2024-07,2267,grid,grid_electricity_NG,kWh,0.508,1151.636
B0036,Restaurant,2024-07,815,generator,diesel_generator,kWh,0.75,611.25
B0036,Restaurant,2024-08,3660,grid,grid_electricity_NG,kWh,0.508,1859.28
B0036,Restaurant,2024-08,514,generator,diesel_generator,kWh,0.75,385.5
B0036,Restaurant,2024-09,2081,grid,grid_electricity_NG,kWh,0.508,1057.148
B0036,Restaurant,2024-09,817,generator,diesel_generator,kWh,0.75,612.75
B0036,Restaurant,2024-10,3137,grid,grid_electricity_NG,kWh,0.508,1593.596
B0036,Restaurant,2024-10,718,generator,diesel_generator,kWh,0.75,538.5
B0036,Restaurant,2024-11,3254,grid,grid_electricity_NG,kWh,0.508,1653.032
B0036,Restaurant,2024-11,613,generator,diesel_generator,kWh,0.75,459.75
B0036,Restaurant,2024-12,2887,grid,grid_electricity_NG,kWh,0.508,1466.596
B0036,Restaurant,2024-12,1151,generator,diesel_generator,kWh,0.75,863.25
B0037,Restaurant,2024-01,2550,grid,grid_electricity_NG,kWh,0.508,1295.4
B0037,Restaurant,2024-01,791,generator,diesel_generator,kWh,0.75,593.25
B0037,Restaurant,2024-02,2168,grid,grid_electricity_NG,kWh,0.508,1101.344
B0037,Restaurant,2024-02,631,generator,diesel_generator,kWh,0.75,473.25
B0037,Restaurant,2024-03,2072,grid,grid_electricity_NG,kWh,0.508,1052.576
B0037,Restaurant,2024-03,467,generator,diesel_generator,kWh,0.75,350.25
B0037,Restaurant,2024-04,3748,grid,grid_electricity_NG,kWh,0.508,1903.984
B0037,Restaurant,2024-04,579,generator,diesel_generator,kWh,0.75,434.25
B0037,Restaurant,2024-05,1636,grid,grid_electricity_NG,kWh,0.508,831.088
B0037,Restaurant,2024-05,442,generator,diesel_generator,kWh,0.75,331.5
B0037,Restaurant,2024-06,2961,grid,grid_electricity_NG,kWh,0.508,1504.188
B0037,Restaurant,2024-06,614,generator,diesel_generator,kWh,0.75,460.5
B0037,Restaurant,2024-07,2220,grid,grid_electricity_NG,kWh,0.508,1127.76
B0037,Restaurant,2024-07,327,generator,diesel_generator,kWh,0.75,245.25
B0037,Restaurant,2024-08,1542,grid,grid_electricity_NG,kWh,0.508,783.336
B0037,Restaurant,2024-08,323,generator,diesel_generator,kWh,0.75,242.25
B0037,Restaurant,2024-09,3122,grid,grid_electricity_NG,kWh,0.508,1585.976
B0037,Restaurant,2024-09,709,generator,diesel_generator,kWh,0.75,531.75
B0037,Restaurant,2024-10,3697,grid,grid_electricity_NG,kWh,0.508,1878.076
B0037,Restaurant,2024-10,1296,generator,diesel_generator,kWh,0.75,972.0
B0037,Restaurant,2024-11,2249,grid,grid_electricity_NG,kWh,0.508,1142.492
B0037,Restaurant,2024-11,574,generator,diesel_generator,kWh,0.75,430.5
B0037,Restaurant,2024-12,3133,grid,grid_electricity_NG,kWh,0.508,1591.564
B0037,Restaurant,2024-12,1020,generator,diesel_generator,kWh,0.75,765.0
B0038,Restaurant,2024-01,1901,grid,grid_electricity_NG,kWh,0.508,965.708
B0038,Restaurant,2024-01,577,generator,diesel_generator,kWh,0.75,432.75
B0038,Restaurant,2024-02,3475,grid,grid_electricity_NG,kWh,0.508,1765.3
B0038,Restaurant,2024-02,1213,generator,diesel_generator,kWh,0.75,909.75
B0038,Restaurant,2024-03,3928,grid,grid_electricity_NG,kWh,0.508,1995.424
B0038,Restaurant,2024-03,946,generator,diesel_generator,kWh,0.75,709.5
B0038,Restaurant,2024-04,3791,grid,grid_electricity_NG,kWh,0.508,1925.828
B0038,Restaurant,2024-04,606,generator,diesel_generator,kWh,0.75,454.5
B0038,Restaurant,2024-05,3207,grid,grid_electricity_NG,kWh,0.508,1629.156
B0038,Restaurant,2024-05,805,generator,diesel_generator,kWh,0.75,603.75
B0038,Restaurant,2024-06,2626,grid,grid_electricity_NG,kWh,0.508,1334.008
B0038,Restaurant,2024-06,813,generator,diesel_generator,kWh,0.75,609.75
B0038,Restaurant,2024-07,1505,grid,grid_electricity_NG,kWh,0.508,764.54
B0038,Restaurant,2024-07,582,generator,diesel_generator,kWh,0.75,436.5
B0038,Restaurant,2024-08,2793,grid,grid_electricity_NG,kWh,0.508,1418.844
B0038,Restaurant,2024-08,874,generator,diesel_generator,kWh,0.75,655.5
B0038,Restaurant,2024-09,3788,grid,grid_electricity_NG,kWh,0.508,1924.304
B0038,Restaurant,2024-09,1480,generator,diesel_generator,kWh,0.75,1110.0
B0038,Restaurant,2024-10,2816,grid,grid_electricity_NG,kWh,0.508,1430.528
B0038,Restaurant,2024-10,1125,generator,diesel_generator,kWh,0.75,843.75
B0038,Restaurant,2024-11,3276,grid,grid_electricity_NG,kWh,0.508,1664.208
B0038,Restaurant,2024-11,767,generator,diesel_generator,kWh,0.75,575.25
B0038,Restaurant,2024-12,2612,grid,grid_electricity_NG,kWh,0.508,1326.896
B0038,Restaurant,2024-12,468,generator,diesel_generator,kWh,0.75,351.0
B0039,Restaurant,2024-01,3963,grid,grid_electricity_NG,kWh,0.508,2013.204
B0039,Restaurant,2024-01,432,generator,diesel_generator,kWh,0.75,324.0
B0039,Restaurant,2024-02,2097,grid,grid_electricity_NG,kWh,0.508,1065.276
B0039,Restaurant,2024-02,820,generator,diesel_generator,kWh,0.75,615.0
B0039,Restaurant,2024-03,3778,grid,grid_electricity_NG,kWh,0.508,1919.224
B0039,Restaurant,2024-03,582,generator,diesel_generator,kWh,0.75,436.5
B0039,Restaurant,2024-04,3148,grid,grid_electricity_NG,kWh,0.508,1599.184
B0039,Restaurant,2024-04,505,generator,diesel_generator,kWh,0.75,378.75
B0039,Restaurant,2024-05,3751,grid,grid_electricity_NG,kWh,0.508,1905.508
B0039,Restaurant,2024-05,663,generator,diesel_generator,kWh,0.75,497.25
B0039,Restaurant,2024-06,3628,grid,grid_electricity_NG,kWh,0.508,1843.0240000000001
B0039,Restaurant,2024-06,906,generator,diesel_generator,kWh,0.75,679.5
B0039,Restaurant,2024-07,2720,grid,grid_electricity_NG,kWh,0.508,1381.76
B0039,Restaurant,2024-07,313,generator,diesel_generator,kWh,0.75,234.75
B0039,Restaurant,2024-08,2476,grid,grid_electricity_NG,kWh,0.508,1257.808
B0039,Restaurant,2024-08,691,generator,diesel_generator,kWh,0.75,518.25
B0039,Restaurant,2024-09,3932,grid,grid_electricity_NG,kWh,0.508,1997.4560000000001
B0039,Restaurant,2024-09,407,generator,diesel_generator,kWh,0.75,305.25
B0039,Restaurant,2024-10,3090,grid,grid_electricity_NG,kWh,0.508,1569.72
B0039,Restaurant,2024-10,378,generator,diesel_generator,kWh,0.75,283.5
B0039,Restaurant,2024-11,2017,grid,grid_electricity_NG,kWh,0.508,1024.636
B0039,Restaurant,2024-11,771,generator,diesel_generator,kWh,0.75,578.25
B0039,Restaurant,2024-12,3223,grid,grid_electricity_NG,kWh,0.508,1637.284
B0039,Restaurant,2024-12,1146,generator,diesel_generator,kWh,0.75,859.5
B0040,Restaurant,2024-01,2571,grid,grid_electricity_NG,kWh,0.508,1306.068
B0040,Restaurant,2024-01,319,generator,diesel_generator,kWh,0.75,239.25
B0040,Restaurant,2024-02,1848,grid,grid_electricity_NG,kWh,0.508,938.784
B0040,Restaurant,2024-02,512,generator,diesel_generator,kWh,0.75,384.0
B0040,Restaurant,2024-03,3616,grid,grid_electricity_NG,kWh,0.508,1836.928
B0040,Restaurant,2024-03,1380,generator,diesel_generator,kWh,0.75,1035.0
B0040,Restaurant,2024-04,2834,grid,grid_electricity_NG,kWh,0.508,1439.672
B0040,Restaurant,2024-04,414,generator,diesel_generator,kWh,0.75,310.5
B0040,Restaurant,2024-05,3547,grid,grid_electricity_NG,kWh,0.508,1801.876
B0040,Restaurant,2024-05,812,generator,diesel_generator,kWh,0.75,609.0
B0040,Restaurant,2024-06,2514,grid,grid_electricity_NG,kWh,0.508,1277.112
B0040,Restaurant,2024-06,406,generator,diesel_generator,kWh,0.75,304.5
B0040,Restaurant,2024-07,1919,grid,grid_electricity_NG,kWh,0.508,974.852
B0040,Restaurant,2024-07,603,generator,diesel_generator,kWh,0.75,452.25
B0040,Restaurant,2024-08,2814,grid,grid_electricity_NG,kWh,0.508,1429.512
B0040,Restaurant,2024-08,687,generator,diesel_generator,kWh,0.75,515.25
B0040,Restaurant,2024-09,2608,grid,grid_electricity_NG,kWh,0.508,1324.864
B0040,Restaurant,2024-09,571,generator,diesel_generator,kWh,0.75,428.25
B0040,Restaurant,2024-10,1562,grid,grid_electricity_NG,kWh,0.508,793.496
B0040,Restaurant,2024-10,565,generator,diesel_generator,kWh,0.75,423.75
B0040,Restaurant,2024-11,2531,grid,grid_electricity_NG,kWh,0.508,1285.748
B0040,Restaurant,2024-11,767,generator,diesel_generator,kWh,0.75,575.25
B0040,Restaurant,2024-12,2213,grid,grid_electricity_NG,kWh,0.508,1124.204
B0040,Restaurant,2024-12,819,generator,diesel_generator,kWh,0.75,614.25
B0041,Pharmacy,2024-01,816,grid,grid_electricity_NG,kWh,0.508,414.528
B0041,Pharmacy,2024-01,179,generator,diesel_generator,kWh,0.75,134.25
B0041,Pharmacy,2024-02,1585,grid,grid_electricity_NG,kWh,0.508,805.1800000000001
B0041,Pharmacy,2024-02,405,generator,diesel_generator,kWh,0.75,303.75
B0041,Pharmacy,2024-03,1020,grid,grid_electricity_NG,kWh,0.508,518.16
B0041,Pharmacy,2024-03,314,generator,diesel_generator,kWh,0.75,235.5
B0041,Pharmacy,2024-04,1137,grid,grid_electricity_NG,kWh,0.508,577.596
B0041,Pharmacy,2024-04,371,generator,diesel_generator,kWh,0.75,278.25
B0041,Pharmacy,2024-05,1913,grid,grid_electricity_NG,kWh,0.508,971.804
B0041,Pharmacy,2024-05,273,generator,diesel_generator,kWh,0.75,204.75
B0041,Pharmacy,2024-06,838,grid,grid_electricity_NG,kWh,0.508,425.704
B0041,Pharmacy,2024-06,211,generator,diesel_generator,kWh,0.75,158.25
B0041,Pharmacy,2024-07,2000,grid,grid_electricity_NG,kWh,0.508,1016.0
B0041,Pharmacy,2024-07,727,generator,diesel_generator,kWh,0.75,545.25
B0041,Pharmacy,2024-08,1882,grid,grid_electricity_NG,kWh,0.508,956.056
B0041,Pharmacy,2024-08,203,generator,diesel_generator,kWh,0.75,152.25
B0041,Pharmacy,2024-09,1408,grid,grid_electricity_NG,kWh,0.508,715.264
B0041,Pharmacy,2024-09,557,generator,diesel_generator,kWh,0.75,417.75
B0041,Pharmacy,2024-10,1279,grid,grid_electricity_NG,kWh,0.508,649.732
B0041,Pharmacy,2024-10,219,generator,diesel_generator,kWh,0.75,164.25
B0041,Pharmacy,2024-11,1033,grid,grid_electricity_NG,kWh,0.508,524.764
B0041,Pharmacy,2024-11,143,generator,diesel_generator,kWh,0.75,107.25
B0041,Pharmacy,2024-12,1536,grid,grid_electricity_NG,kWh,0.508,780.288
B0041,Pharmacy,2024-12,584,generator,diesel_generator,kWh,0.75,438.0
B0042,Pharmacy,2024-01,1765,grid,grid_electricity_NG,kWh,0.508,896.62
B0042,Pharmacy,2024-01,483,generator,diesel_generator,kWh,0.75,362.25
B0042,Pharmacy,2024-02,877,grid,grid_electricity_NG,kWh,0.508,445.516
B0042,Pharmacy,2024-02,202,generator,diesel_generator,kWh,0.75,151.5
B0042,Pharmacy,2024-03,1600,grid,grid_electricity_NG,kWh,0.508,812.8
B0042,Pharmacy,2024-03,591,generator,diesel_generator,kWh,0.75,443.25
B0042,Pharmacy,2024-04,1807,grid,grid_electricity_NG,kWh,0.508,917.956
B0042,Pharmacy,2024-04,658,generator,diesel_generator,kWh,0.75,493.5
B0042,Pharmacy,2024-05,1279,grid,grid_electricity_NG,kWh,0.508,649.732
B0042,Pharmacy,2024-05,427,generator,diesel_generator,kWh,0.75,320.25
B0042,Pharmacy,2024-06,998,grid,grid_electricity_NG,kWh,0.508,506.984
B0042,Pharmacy,2024-06,155,generator,diesel_generator,kWh,0.75,116.25
B0042,Pharmacy,2024-07,926,grid,grid_electricity_NG,kWh,0.508,470.408
B0042,Pharmacy,2024-07,103,generator,diesel_generator,kWh,0.75,77.25
B0042,Pharmacy,2024-08,1990,grid,grid_electricity_NG,kWh,0.508,1010.92
B0042,Pharmacy,2024-08,601,generator,diesel_generator,kWh,0.75,450.75
B0042,Pharmacy,2024-09,1066,grid,grid_electricity_NG,kWh,0.508,541.528
B0042,Pharmacy,2024-09,239,generator,diesel_generator,kWh,0.75,179.25
B0042,Pharmacy,2024-10,1014,grid,grid_electricity_NG,kWh,0.508,515.112
B0042,Pharmacy,2024-10,314,generator,diesel_generator,kWh,0.75,235.5
B0042,Pharmacy,2024-11,1830,grid,grid_electricity_NG,kWh,0.508,929.64
B0042,Pharmacy,2024-11,307,generator,diesel_generator,kWh,0.75,230.25
B0042,Pharmacy,2024-12,996,grid,grid_electricity_NG,kWh,0.508,505.968
B0042,Pharmacy,2024-12,291,generator,diesel_generator,kWh,0.75,218.25
B0043,Pharmacy,2024-01,1957,grid,grid_electricity_NG,kWh,0.508,994.1560000000001
B0043,Pharmacy,2024-01,764,generator,diesel_generator,kWh,0.75,573.0
B0043,Pharmacy,2024-02,1586,grid,grid_electricity_NG,kWh,0.508,805.688
